Report Date:,08/11/2025 19:45:39
Report User Name:,Bryce
Report Computer Name:,DESKTOP-9S7IEBK
Application:,WinSitu.exe
Application Version:,5.7.8.0


Log File Properties
File Name,Arizona.Creek.Baro_2025-08-11_19-45-18-131.wsl
Create Date,08/11/2025 19:45:15

Device Properties
Device,Rugged BaroTROLL
Site,Default Site
Device Name, 
Serial Number,1126822
Firmware Version,1.05
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,0

Log Configuration
,Log Name,Arizona.Creek.Baro
,Created By,Bryce
,Computer Name,DESKTOP-9S7IEBK
,Application,WinSitu.exe
,Application Version,5.7.8.0
,Create Date,08/20/2024 07:28:44 Mountain Daylight Time
,Log Setup Time Zone,Mountain Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,08/20/2024 08:00:00 Mountain Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
08/20/2024 07:28:54,Used Battery: 0% Used Memory: 3%   User Name: Bryce
08/11/2025 19:40:36,Log Download - Used Battery: 7% Used Memory: 28%   User Name: Bryce


Log Data:
Record Count,34223

Sensors,1

 ,1,1126822,Baro-Pressure/Temp

Time Zone: Mountain Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
11/30/2024 19:15:00, 8856900.001,                                   0.798,                                  -5.719,
11/30/2024 19:30:00, 8857800.001,                                   0.798,                                  -5.832,
11/30/2024 19:45:00, 8858700.001,                                   0.798,                                  -6.057,
11/30/2024 20:00:00, 8859600.001,                                   0.798,                                  -6.395,
11/30/2024 20:15:00, 8860500.001,                                   0.798,                                  -6.959,
11/30/2024 20:30:00, 8861400.001,                                   0.798,                                  -7.412,
11/30/2024 20:45:00, 8862300.001,                                   0.798,                                  -8.093,
11/30/2024 21:00:00, 8863200.001,                                   0.799,                                  -8.434,
11/30/2024 21:15:00, 8864100.001,                                   0.798,                                  -8.377,
11/30/2024 21:30:00, 8865000.001,                                   0.798,                                  -8.719,
11/30/2024 21:45:00, 8865900.001,                                   0.798,                                  -8.890,
11/30/2024 22:00:00, 8866800.001,                                   0.798,                                  -9.347,
11/30/2024 22:15:00, 8867700.001,                                   0.799,                                  -9.805,
11/30/2024 22:30:00, 8868600.001,                                   0.799,                                 -10.149,
11/30/2024 22:45:00, 8869500.001,                                   0.799,                                 -10.436,
11/30/2024 23:00:00, 8870400.001,                                   0.799,                                 -10.781,
